year,county,cause,sex,age_code,N
97,0101,13,1,19,2
97,0101,13,2,20,3
97,0101,13,1,20,7
97,0101,13,2,21,4
97,0101,13,1,21,7
97,0101,13,2,22,4
97,0101,13,1,22,7
97,0101,13,2,23,3
97,0101,13,1,23,8
97,0101,14,2,21,1
97,0101,16,1,23,1
97,0101,18,2,15,1
97,0101,18,2,21,1
97,0101,19,2,15,1
97,0101,19,2,16,1
97,0101,19,2,17,4
97,0101,19,2,18,3
97,0101,19,2,19,2
97,0101,19,2,20,2
97,0101,19,2,21,2
97,0101,19,2,25,1
97,0101,20,2,16,1
97,0101,20,2,17,1
97,0101,20,2,19,2
97,0101,20,2,20,1
97,0101,20,2,22,1
97,0101,21,2,13,1
97,0101,21,2,17,2
97,0101,22,2,15,1
97,0101,22,2,16,1
97,0101,22,2,18,1
97,0101,22,2,21,1
97,0101,23,1,16,1
97,0101,23,1,19,2
97,0101,23,1,20,1
97,0101,23,1,21,1
97,0101,23,1,22,5
97,0101,23,1,23,4
97,0101,25,2,17,1
97,0101,25,1,23,1
97,0101,26,1,12,1
97,0101,26,1,22,1
97,0101,26,1,23,2
97,0101,27,1,16,1
97,0101,31,1,17,1
97,0101,31,2,18,1
97,0101,31,1,19,1
97,0101,31,2,19,2
97,0101,31,2,21,1
97,0101,31,1,21,1
97,0101,31,2,22,1
97,0101,31,1,22,1
97,0101,31,1,23,2
97,0101,31,1,25,1
97,0101,32,2,14,1
97,0101,32,2,17,1
97,0101,32,1,17,1
97,0101,32,1,18,2
97,0101,32,2,21,1
97,0101,32,1,21,1
97,0101,32,2,22,1
97,0101,32,1,24,1
97,0101,33,1,14,1
97,0101,33,1,17,1
97,0101,33,1,18,1
97,0101,33,1,19,2
97,0101,33,2,20,2
97,0101,33,1,21,1
97,0101,33,1,22,2
97,0101,33,2,22,3
97,0101,33,2,23,2
97,0101,33,1,23,1
97,0101,33,2,24,1
97,0101,33,1,24,1
97,0102,01,1,12,1
97,0102,01,1,15,1
97,0102,01,1,16,1
97,0102,01,1,17,1
97,0102,01,1,18,1
97,0102,01,2,19,1
97,0102,01,1,21,2
97,0102,01,2,22,1
97,0102,01,1,22,1
97,0102,01,2,23,1
97,0102,01,1,26,1
97,0102,02,1,10,1
97,0102,03,2,16,1
97,0102,03,1,17,1
97,0102,03,1,18,1
97,0102,03,1,20,1
97,0102,03,1,22,1
97,0102,04,1,16,1
97,0102,04,1,17,2
97,0102,04,2,23,1
97,0102,05,1,17,1
97,0102,05,2,18,1
97,0102,05,2,19,1
97,0102,05,1,19,2
97,0102,05,1,20,3
97,0102,05,2,20,1
97,0102,05,1,21,3
97,0102,05,1,22,9
97,0102,05,2,22,1
97,0102,05,2,23,1
97,0102,05,1,23,2
97,0102,05,2,24,3
97,0102,05,1,24,1
97,0102,05,1,26,1
97,0102,06,2,21,1
97,0102,06,1,22,1
97,0102,06,1,23,1
97,0102,07,1,14,1
97,0102,07,2,14,1
97,0102,07,1,16,1
97,0102,07,2,16,1
97,0102,07,1,17,4
97,0102,07,2,17,5
97,0102,07,1,18,1
97,0102,07,2,18,1
97,0102,07,2,19,2
97,0102,07,1,19,3
97,0102,07,1,20,6
97,0102,07,2,20,4
97,0102,07,1,21,7
97,0102,07,2,21,7
97,0102,07,1,22,11
97,0102,07,2,22,6
97,0102,07,2,23,4
97,0102,07,1,23,7
97,0102,07,1,24,2
97,0102,07,1,25,1
97,0102,08,1,12,1
97,0102,08,1,15,2
97,0102,08,1,16,3
97,0102,08,2,16,1
97,0102,08,2,17,1
97,0102,08,1,17,4
97,0102,08,1,18,5
97,0102,08,2,18,2
97,0102,08,1,19,6
97,0102,08,2,19,1
97,0102,08,1,20,14
97,0102,08,2,20,4
97,0102,08,1,21,3
97,0102,08,2,21,7
97,0102,08,1,22,6
97,0102,08,2,22,3
97,0102,08,1,23,3
97,0102,08,1,24,1
97,0102,08,2,24,1
97,0102,09,1,18,1
97,0102,09,2,18,2
97,0102,09,2,20,1
97,0102,09,2,21,1
97,0102,09,2,22,2
97,0102,09,2,25,1
97,0102,10,2,13,1
97,0102,10,1,17,1
97,0102,10,1,18,2
97,0102,10,1,19,4
97,0102,10,2,19,2
97,0102,10,1,20,2
97,0102,10,2,20,1
97,0102,10,1,21,2
97,0102,10,2,21,1
97,0102,10,1,22,4
97,0102,10,1,23,1
97,0102,10,2,23,1
97,0102,10,2,24,1
97,0102,13,2,13,1
97,0102,13,1,15,2
97,0102,13,2,15,1
97,0102,13,2,16,4
97,0102,13,1,16,1
97,0102,13,1,17,5
97,0102,13,2,17,3
97,0102,13,1,18,4
97,0102,13,2,18,4
97,0102,13,1,19,9
97,0102,13,2,19,4
97,0102,13,1,20,4
97,0102,13,2,20,4
97,0102,13,1,21,12
97,0102,13,2,21,7
97,0102,13,1,22,19
97,0102,13,2,22,8
97,0102,13,1,23,8
97,0102,13,2,23,4
97,0102,13,1,24,1
97,0102,14,1,22,1
97,0102,15,1,20,1
97,0102,16,1,09,1
97,0102,16,2,21,1
97,0102,17,2,16,1
97,0102,17,1,17,1
97,0102,17,1,22,2
97,0102,17,2,22,1
97,0102,17,1,23,1
97,0102,18,1,15,1
97,0102,18,1,16,2
97,0102,18,2,17,1
97,0102,18,1,19,1
97,0102,18,2,19,1
97,0102,18,2,21,2
97,0102,18,1,23,2
97,0102,19,2,14,1
97,0102,19,2,15,3
97,0102,19,2,16,6
97,0102,19,2,17,2
97,0102,19,2,18,2
97,0102,19,2,19,2
97,0102,19,2,20,2
97,0102,19,2,21,1
97,0102,19,2,22,1
97,0102,19,2,23,3
97,0102,19,2,24,1
97,0102,20,2,14,1
97,0102,20,2,16,2
97,0102,20,2,21,1
97,0102,20,2,22,2
97,0102,21,2,17,2
97,0102,21,2,19,2
97,0102,21,2,23,1
97,0102,22,2,13,1
97,0102,22,2,14,1
97,0102,22,2,15,1
97,0102,22,2,19,1
97,0102,22,2,22,1
97,0102,22,2,24,1
97,0102,23,1,16,1
97,0102,23,1,20,2
97,0102,23,1,21,3
97,0102,23,1,22,5
97,0102,23,1,23,6
97,0102,23,1,24,1
97,0102,25,2,15,1
97,0102,25,1,16,1
97,0102,25,1,18,1
97,0102,25,1,19,1
97,0102,25,1,20,1
97,0102,26,1,15,1
97,0102,26,2,18,1
97,0102,26,2,20,2
97,0102,26,1,20,2
97,0102,26,1,21,3
97,0102,26,2,22,2
97,0102,26,2,23,1
97,0102,26,1,24,3
97,0102,27,1,07,1
97,0102,27,2,07,1
97,0102,27,1,08,1
97,0102,27,1,15,1
97,0102,27,2,16,1
97,0102,27,2,17,1
97,0102,27,2,18,1
97,0102,27,2,20,1
97,0102,27,2,21,1
97,0102,29,2,21,1
97,0102,31,1,16,1
97,0102,31,1,17,1
97,0102,31,1,20,3
97,0102,31,1,21,1
97,0102,31,2,21,1
97,0102,31,2,22,2
97,0102,31,1,22,2
97,0102,31,1,23,1
97,0102,31,2,23,1
97,0102,31,1,24,1
97,0102,32,2,13,1
97,0102,32,1,18,1
97,0102,32,1,19,1
97,0102,32,2,21,3
97,0102,32,1,21,1
97,0102,32,1,22,1
97,0102,32,1,23,2
97,0102,33,2,03,1
97,0102,33,1,13,1
97,0102,33,2,16,1
97,0102,33,1,16,1
97,0102,33,2,17,1
97,0102,33,1,17,1
97,0102,33,2,18,2
97,0102,33,1,18,2
97,0102,33,2,19,1
97,0102,33,1,19,1
97,0102,33,2,20,1
97,0102,33,1,20,1
97,0102,33,1,21,3
97,0102,33,2,21,3
97,0102,33,2,22,1
97,0102,33,1,22,5
97,0102,33,2,23,1
97,0102,33,1,23,3
97,0102,33,2,24,2
97,0102,33,1,24,2
97,0109,01,1,14,1
97,0109,01,1,16,3
97,0109,01,1,17,1
97,0109,01,1,20,1
97,0109,01,2,21,1
97,0109,01,2,24,1
97,0109,03,1,12,1
97,0109,03,1,13,1
97,0109,03,2,15,1
97,0109,03,1,16,1
97,0109,03,1,17,1
97,0109,03,1,19,1
97,0109,03,2,20,1
97,0109,04,1,15,2
97,0109,04,1,17,1
97,0109,04,2,18,1
97,0109,04,1,18,3
97,0109,04,2,19,1
97,0109,04,1,19,1
97,0109,05,2,15,1
97,0109,05,1,19,1
97,0109,05,1,20,4
97,0109,05,1,21,3
97,0109,05,2,22,1
97,0109,05,1,22,3
97,0109,05,1,23,1
97,0109,07,1,13,1
97,0109,07,2,15,1
97,0109,07,1,15,1
97,0109,07,1,16,3
97,0109,07,2,17,1
97,0109,07,1,17,1
97,0109,07,2,18,1
97,0109,07,1,19,3
97,0109,07,2,20,2
97,0109,07,1,20,5
97,0109,07,2,21,3
97,0109,07,1,21,1
97,0109,07,2,22,2
97,0109,07,1,22,3
97,0109,07,2,23,1
97,0109,07,1,23,3
97,0109,07,1,24,2
97,0109,07,2,24,1
97,0109,08,1,12,1
97,0109,08,1,13,1
97,0109,08,2,14,1
97,0109,08,1,14,1
97,0109,08,1,15,2
97,0109,08,2,16,2
97,0109,08,1,16,3
97,0109,08,1,17,3
97,0109,08,2,18,6
97,0109,08,1,18,1
97,0109,08,2,19,1
97,0109,08,1,19,5
97,0109,08,2,20,4
97,0109,08,1,20,6
97,0109,08,2,21,1
97,0109,08,1,21,3
97,0109,08,1,22,4
97,0109,08,2,23,1
97,0109,08,1,23,5
97,0109,08,1,24,1
97,0109,09,1,20,1
97,0109,09,1,21,1
97,0109,10,1,15,1
97,0109,10,2,17,1
97,0109,10,1,17,1
97,0109,10,1,19,1
97,0109,10,1,20,1
97,0109,12,1,17,1
97,0109,13,1,14,1
97,0109,13,2,15,4
97,0109,13,2,16,1
97,0109,13,1,16,1
97,0109,13,1,17,2
97,0109,13,1,18,4
97,0109,13,2,19,2
97,0109,13,1,19,8
97,0109,13,2,20,5
97,0109,13,1,20,3
97,0109,13,2,21,2
97,0109,13,1,21,4
97,0109,13,2,22,3
97,0109,13,1,22,6
97,0109,13,2,23,2
97,0109,13,1,23,5
97,0109,13,1,24,3
97,0109,14,1,22,1
97,0109,17,2,17,1
97,0109,17,2,23,1
97,0109,17,2,24,1
97,0109,19,2,12,2
97,0109,19,2,14,2
97,0109,19,2,15,2
97,0109,19,2,16,3
97,0109,19,2,17,4
97,0109,19,2,18,2
97,0109,19,2,19,1
97,0109,20,2,17,1
97,0109,20,2,20,1
97,0109,20,2,21,1
97,0109,21,2,15,1
97,0109,22,2,15,1
97,0109,22,2,17,1
97,0109,22,2,22,2
97,0109,23,1,20,2
97,0109,23,1,22,1
97,0109,25,1,18,1
97,0109,25,2,19,1
97,0109,25,1,23,1
97,0109,26,1,19,1
97,0109,26,2,19,1
97,0109,26,1,20,2
97,0109,26,2,20,1
97,0109,26,1,21,1
97,0109,26,1,22,1
97,0109,27,2,18,1
97,0109,27,1,19,1
97,0109,27,1,21,1
97,0109,31,1,15,1
97,0109,31,2,19,1
97,0109,31,2,20,1
97,0109,31,1,21,1
97,0109,31,2,21,1
97,0109,31,1,22,1
97,0109,31,2,23,1
97,0109,32,2,07,1
97,0109,32,1,10,1
97,0109,32,2,12,1
97,0109,32,2,16,1
97,0109,32,2,20,2
97,0109,32,1,21,1
97,0109,32,1,22,1
97,0109,32,2,23,1
97,0109,33,1,15,1
97,0109,33,1,16,3
97,0109,33,2,16,1
97,0109,33,1,17,1
97,0109,33,1,18,2
97,0109,33,1,20,1
97,0109,33,2,20,1
97,0109,33,1,21,3
97,0109,33,2,21,2
97,0109,33,1,22,1
97,0109,33,2,22,1
97,0109,33,2,24,1
97,0110,01,1,14,2
97,0110,01,1,16,1
97,0110,01,1,17,1
97,0110,01,1,18,2
97,0110,01,1,19,2
97,0110,01,2,20,2
97,0110,01,1,21,1
97,0110,01,1,23,1
97,0110,02,2,17,1
97,0110,03,1,13,1
97,0110,03,1,15,1
97,0110,03,1,16,1
97,0110,03,2,17,1
97,0110,03,1,17,1
97,0110,03,1,22,1
97,0110,04,1,14,1
97,0110,04,1,16,2
97,0110,04,1,17,1
97,0110,04,2,18,1
97,0110,04,1,18,1
97,0110,04,1,20,1
97,0110,04,1,21,1
97,0110,04,2,22,1
97,0110,04,1,23,1
97,0110,04,1,24,1
97,0110,05,2,13,1
97,0110,05,1,14,2
97,0110,05,2,14,1
97,0110,05,1,15,1
97,0110,05,2,16,2
97,0110,05,1,17,2
97,0110,05,1,18,1
97,0110,05,2,19,2
97,0110,05,1,19,2
97,0110,05,2,20,5
97,0110,05,1,20,3
97,0110,05,1,21,4
97,0110,05,2,22,1
97,0110,05,1,22,3
97,0110,05,2,23,2
97,0110,05,1,23,1
97,0110,07,2,11,1
97,0110,07,2,12,1
97,0110,07,1,13,2
97,0110,07,2,14,1
97,0110,07,1,14,1
97,0110,07,2,15,1
97,0110,07,1,15,3
97,0110,07,2,16,1
97,0110,07,1,16,1
97,0110,07,2,17,1
97,0110,07,1,17,2
97,0110,07,2,18,1
97,0110,07,1,18,1
97,0110,07,2,19,3
97,0110,07,1,19,4
97,0110,07,2,20,2
97,0110,07,1,20,3
97,0110,07,2,21,4
97,0110,07,1,21,7
97,0110,07,2,22,1
97,0110,07,1,22,5
97,0110,07,2,23,2
97,0110,07,1,23,3
97,0110,07,1,25,1
97,0110,08,1,15,1
97,0110,08,2,16,1
97,0110,08,1,16,5
97,0110,08,1,17,2
97,0110,08,1,18,7
97,0110,08,2,19,6
97,0110,08,1,19,10
97,0110,08,2,20,4
97,0110,08,1,20,4
97,0110,08,2,21,5
97,0110,08,1,21,7
97,0110,08,2,22,2
97,0110,08,1,22,5
97,0110,08,1,23,2
97,0110,08,2,25,1
97,0110,09,1,17,1
97,0110,09,1,18,1
97,0110,09,2,19,2
97,0110,09,2,22,1
97,0110,10,1,15,2
97,0110,10,1,17,2
97,0110,10,1,19,2
97,0110,10,2,20,1
97,0110,10,1,20,3
97,0110,10,1,21,2
97,0110,10,2,23,1
97,0110,10,1,25,1
97,0110,12,1,22,1
97,0110,12,1,23,1
97,0110,12,1,24,1
97,0110,13,2,10,1
97,0110,13,2,14,2
97,0110,13,1,14,1
97,0110,13,2,15,1
97,0110,13,2,16,2
97,0110,13,1,16,5
97,0110,13,2,17,3
97,0110,13,1,17,2
97,0110,13,2,18,3
97,0110,13,1,18,4
97,0110,13,2,19,5
97,0110,13,1,19,4
97,0110,13,2,20,1
97,0110,13,1,20,6
97,0110,13,2,21,3
97,0110,13,1,21,7
97,0110,13,2,22,5
97,0110,13,1,22,8
97,0110,13,2,23,3
97,0110,13,1,23,3
97,0110,13,2,24,1
97,0110,13,1,25,1
97,0110,15,1,21,1
97,0110,16,2,17,1
97,0110,16,1,22,1
97,0110,17,2,21,1
97,0110,17,1,21,1
97,0110,18,2,12,1
97,0110,18,1,16,1
97,0110,18,1,17,1
97,0110,18,1,20,2
97,0110,18,2,23,1
97,0110,19,2,13,1
97,0110,19,2,14,1
97,0110,19,2,15,4
97,0110,19,2,17,5
97,0110,19,2,19,2
97,0110,19,2,22,1
97,0110,20,2,15,1
97,0110,20,2,17,1
97,0110,20,2,22,1
97,0110,21,2,19,1
97,0110,21,2,22,1
97,0110,22,2,14,1
97,0110,22,2,17,3
97,0110,22,2,20,1
97,0110,22,2,21,1
97,0110,23,1,18,1
97,0110,23,1,20,3
97,0110,23,1,22,2
97,0110,23,1,23,1
97,0110,23,1,24,1
97,0110,25,1,15,2
97,0110,25,1,17,1
97,0110,25,1,19,1
97,0110,26,2,15,1
97,0110,26,2,17,1
97,0110,26,2,21,1
97,0110,26,1,21,3
97,0110,26,2,22,1
97,0110,27,2,17,1
97,0110,29,2,22,1
97,0110,31,2,11,1
97,0110,31,2,18,1
97,0110,31,2,21,2
97,0110,31,1,21,1
97,0110,31,2,22,2
97,0110,31,1,22,2
97,0110,31,2,23,1
97,0110,31,1,24,1
97,0110,32,2,07,1
97,0110,32,2,11,1
97,0110,32,1,15,1
97,0110,32,2,16,1
97,0110,32,1,16,2
97,0110,32,1,17,1
97,0110,32,1,18,3
97,0110,32,2,19,1
97,0110,32,1,19,2
97,0110,32,2,21,1
97,0110,32,1,21,3
97,0110,33,1,13,2
97,0110,33,2,14,1
97,0110,33,2,17,1
97,0110,33,1,17,4
97,0110,33,1,18,1
97,0110,33,1,19,2
97,0110,33,2,20,1
97,0110,33,2,21,4
97,0110,33,2,22,1
97,0110,33,1,22,3
97,0110,33,2,23,1
97,0110,33,1,23,3
97,0110,33,2,24,3
97,0111,01,1,14,3
97,0111,01,1,16,1
97,0111,01,1,17,2
97,0111,01,2,18,1
97,0111,01,1,18,1
97,0111,01,1,19,1
97,0111,01,1,21,1
97,0111,01,2,23,1
97,0111,02,2,17,1
97,0111,03,1,14,2
97,0111,03,1,15,1
97,0111,03,1,16,2
97,0111,03,1,19,1
97,0111,03,2,20,1
97,0111,03,2,21,1
97,0111,04,1,16,6
97,0111,04,1,18,1
97,0111,04,1,20,1
97,0111,04,1,21,2
97,0111,04,1,22,2
97,0111,05,1,14,1
97,0111,05,2,15,1
97,0111,05,1,15,1
97,0111,05,2,16,1
97,0111,05,1,16,2
97,0111,05,2,17,1
97,0111,05,1,17,1
97,0111,05,1,18,1
97,0111,05,1,20,3
97,0111,05,2,21,1
97,0111,05,1,21,4
97,0111,05,1,22,5
97,0111,05,1,23,2
97,0111,05,1,25,1
97,0111,07,2,13,1
97,0111,07,1,13,1
97,0111,07,2,14,1
97,0111,07,1,14,1
97,0111,07,2,15,1
97,0111,07,1,15,1
97,0111,07,1,16,1
97,0111,07,2,17,1
97,0111,07,1,17,3
97,0111,07,1,18,1
97,0111,07,2,19,4
97,0111,07,1,19,1
97,0111,07,2,20,4
97,0111,07,1,20,1
97,0111,07,2,21,2
97,0111,07,1,21,4
97,0111,07,2,22,1
97,0111,07,1,22,3
97,0111,07,2,23,2
97,0111,07,1,23,1
97,0111,07,2,24,2
97,0111,07,1,24,1
97,0111,08,1,11,1
97,0111,08,1,13,1
97,0111,08,1,14,3
97,0111,08,1,15,3
97,0111,08,2,16,2
97,0111,08,1,16,3
97,0111,08,2,17,1
97,0111,08,1,17,8
97,0111,08,1,18,5
97,0111,08,2,19,1
97,0111,08,1,19,3
97,0111,08,2,20,6
97,0111,08,1,20,5
97,0111,08,2,21,4
97,0111,08,1,21,1
97,0111,08,2,22,3
97,0111,08,1,22,8
97,0111,08,2,23,3
97,0111,08,1,23,3
97,0111,08,2,24,2
97,0111,09,1,16,1
97,0111,09,2,19,2
97,0111,09,1,19,1
97,0111,10,1,15,2
97,0111,10,1,16,1
97,0111,10,2,17,1
97,0111,10,1,17,2
97,0111,10,2,18,1
97,0111,10,2,19,3
97,0111,10,1,19,1
97,0111,10,2,21,1
97,0111,10,1,21,1
97,0111,10,2,22,1
97,0111,10,1,22,1
97,0111,10,1,24,1
97,0111,11,1,22,1
97,0111,11,1,23,1
97,0111,12,1,23,1
97,0111,13,2,14,2
97,0111,13,1,14,1
97,0111,13,2,15,1
97,0111,13,1,15,1
97,0111,13,2,16,5
97,0111,13,1,16,4
97,0111,13,2,17,3
97,0111,13,1,17,5
97,0111,13,2,18,1
97,0111,13,1,18,2
97,0111,13,2,19,4
97,0111,13,1,19,2
97,0111,13,2,20,3
97,0111,13,1,20,11
97,0111,13,2,21,3
97,0111,13,1,21,4
97,0111,13,2,22,4
97,0111,13,1,22,11
97,0111,13,2,23,4
97,0111,13,1,23,2
97,0111,13,2,24,1
97,0111,13,1,24,2
97,0111,17,1,15,1
97,0111,18,2,13,1
97,0111,18,2,17,2
97,0111,18,1,17,2
97,0111,18,1,21,1
97,0111,19,2,13,2
97,0111,19,2,15,4
97,0111,19,2,16,6
97,0111,19,2,17,3
97,0111,19,2,18,3
97,0111,19,2,19,1
97,0111,19,2,20,2
97,0111,20,2,13,1
97,0111,20,2,17,1
97,0111,20,2,20,1
97,0111,20,2,21,2
97,0111,20,2,22,1
97,0111,20,2,23,2
97,0111,21,2,22,1
97,0111,23,1,20,1
97,0111,23,1,22,5
97,0111,23,1,23,2
97,0111,23,1,24,1
97,0111,24,1,11,1
97,0111,25,2,13,1
97,0111,25,1,17,1
97,0111,25,2,19,2
97,0111,25,1,20,1
97,0111,25,1,21,1
97,0111,25,2,24,1
97,0111,26,2,19,1
97,0111,26,1,19,2
97,0111,26,1,20,1
97,0111,26,1,22,1
97,0111,26,1,23,1
97,0111,27,1,10,1
97,0111,27,1,11,1
97,0111,27,1,13,1
97,0111,27,1,18,2
97,0111,27,2,20,1
97,0111,27,2,21,1
97,0111,29,2,24,1
97,0111,30,2,23,1
97,0111,31,2,14,1
97,0111,31,2,15,1
97,0111,31,2,16,1
97,0111,31,1,16,1
97,0111,31,1,20,1
97,0111,31,1,22,3
97,0111,31,1,23,1
97,0111,32,2,13,1
97,0111,32,1,15,1
97,0111,32,1,20,1
97,0111,32,1,21,1
97,0111,32,2,23,1
97,0111,32,1,23,1
97,0111,33,1,12,1
97,0111,33,1,14,1
97,0111,33,2,15,1
97,0111,33,1,17,2
97,0111,33,2,18,1
97,0111,33,2,20,1
97,0111,33,1,20,4
97,0111,33,2,21,3
97,0111,33,1,21,2
97,0111,33,2,22,1
97,0111,33,1,22,4
97,0111,33,2,24,1
97,0112,01,1,13,1
97,0112,01,1,17,1
97,0112,01,1,18,1
97,0112,01,1,21,1
97,0112,01,1,22,1
97,0112,03,1,18,1
97,0112,03,1,20,1
97,0112,04,1,16,1
97,0112,04,1,17,1
97,0112,04,1,18,3
97,0112,04,1,19,1
97,0112,04,1,21,2
97,0112,05,2,13,1
97,0112,05,1,13,1
97,0112,05,2,15,1
97,0112,05,1,16,2
97,0112,05,1,18,1
97,0112,05,2,19,2
97,0112,05,1,19,2
97,0112,05,2,21,3
97,0112,05,1,21,4
97,0112,05,2,22,2
97,0112,05,1,22,4
97,0112,05,2,23,1
97,0112,05,2,24,2
97,0112,07,1,12,1
97,0112,07,2,14,1
97,0112,07,2,15,1
97,0112,07,2,16,3
97,0112,07,1,17,1
97,0112,07,1,18,2
97,0112,07,2,19,1
97,0112,07,1,19,1
97,0112,07,1,20,3
97,0112,07,1,21,2
97,0112,07,2,22,2
97,0112,07,1,22,1
97,0112,07,2,23,1
97,0112,07,1,23,1
97,0112,08,1,12,1
97,0112,08,1,15,1
97,0112,08,1,16,2
97,0112,08,1,17,4
97,0112,08,1,18,1
97,0112,08,2,19,3
97,0112,08,1,19,2
97,0112,08,2,20,4
97,0112,08,2,21,1
97,0112,08,1,21,3
97,0112,08,1,23,3
97,0112,08,1,24,1
97,0112,09,2,21,1
97,0112,09,2,23,1
97,0112,10,1,17,1
97,0112,10,2,20,2
97,0112,10,1,21,1
97,0112,10,2,22,2
97,0112,10,2,23,2
97,0112,13,2,14,1
97,0112,13,1,15,2
97,0112,13,2,16,2
97,0112,13,1,16,1
97,0112,13,1,17,2
97,0112,13,2,18,2
97,0112,13,1,18,2
97,0112,13,2,19,1
97,0112,13,1,19,2
97,0112,13,2,20,3
97,0112,13,1,20,1
97,0112,13,2,21,2
97,0112,13,1,21,3
97,0112,13,2,22,2
97,0112,13,1,22,6
97,0112,13,2,23,1
97,0112,13,1,23,1
97,0112,13,1,24,2
97,0112,14,1,08,1
97,0112,18,2,15,1
97,0112,18,2,17,1
97,0112,18,2,20,1
97,0112,19,2,15,3
97,0112,19,2,17,3
97,0112,19,2,18,3
97,0112,19,2,19,1
97,0112,19,2,20,1
97,0112,19,2,22,1
97,0112,19,2,24,1
97,0112,19,2,25,1
97,0112,20,2,18,1
97,0112,22,2,16,1
97,0112,22,2,19,1
97,0112,22,2,22,1
97,0112,23,1,21,1
97,0112,23,1,22,2
97,0112,23,1,24,1
97,0112,25,1,19,1
97,0112,25,2,21,1
97,0112,26,1,16,1
97,0112,26,1,25,1
97,0112,27,1,16,1
97,0112,27,1,20,1
97,0112,30,1,24,1
97,0112,31,2,19,1
97,0112,31,1,19,1
97,0112,31,1,20,1
97,0112,31,1,22,1
97,0112,31,1,23,1
97,0112,32,1,16,1
97,0112,32,1,17,1
97,0112,32,2,18,1
97,0112,32,2,19,1
97,0112,32,1,21,1
97,0112,32,1,22,2
97,0112,32,1,23,1
97,0112,33,2,16,1
97,0112,33,2,20,1
97,0112,33,2,21,1
97,0112,33,1,22,1
97,0112,33,2,22,1
97,0112,33,2,23,1
97,0115,01,1,15,3
97,0115,01,1,16,5
97,0115,01,1,17,3
97,0115,01,1,18,2
97,0115,01,1,19,2
97,0115,01,1,21,2
97,0115,03,2,16,1
97,0115,03,1,16,1
97,0115,03,1,17,2
97,0115,03,1,18,1
97,0115,03,2,19,1
97,0115,04,1,14,1
97,0115,04,1,15,2
97,0115,04,1,16,3
97,0115,04,1,17,4
97,0115,04,1,18,1
97,0115,04,1,19,1
97,0115,04,2,20,1
97,0115,04,1,20,2
97,0115,04,1,22,1
97,0115,04,1,23,2
97,0115,04,1,25,1
97,0115,05,2,12,1
97,0115,05,2,14,1
97,0115,05,1,14,1
97,0115,05,2,15,1
97,0115,05,2,16,4
97,0115,05,2,17,2
97,0115,05,1,17,2
97,0115,05,2,19,1
97,0115,05,1,19,1
97,0115,05,1,20,4
97,0115,05,2,20,2
97,0115,05,2,21,1
97,0115,05,1,21,3
97,0115,05,2,22,1
97,0115,05,1,22,1
97,0115,05,2,23,2
97,0115,05,1,23,3
97,0115,05,1,24,1
97,0115,05,2,25,1
97,0115,06,1,21,1
97,0115,06,2,23,1
97,0115,07,1,12,1
97,0115,07,2,15,1
97,0115,07,1,15,1
