year,county,cause,sex,age_code,N
102,0102,09,2,22,1
102,0102,09,1,23,1
102,0102,10,1,15,1
102,0102,10,2,16,3
102,0102,10,1,16,1
102,0102,10,1,17,2
102,0102,10,2,17,1
102,0102,10,1,18,3
102,0102,10,2,19,1
102,0102,10,1,19,2
102,0102,10,2,21,2
102,0102,10,1,21,1
102,0102,10,2,22,3
102,0102,10,1,22,7
102,0102,10,1,23,2
102,0102,10,1,24,2
102,0102,10,2,24,1
102,0102,10,2,26,1
102,0102,11,2,18,1
102,0102,13,1,13,1
102,0102,13,2,13,1
102,0102,13,2,14,2
102,0102,13,1,15,2
102,0102,13,2,15,2
102,0102,13,2,16,5
102,0102,13,1,16,1
102,0102,13,2,17,3
102,0102,13,1,17,3
102,0102,13,1,18,8
102,0102,13,2,18,11
102,0102,13,2,19,1
102,0102,13,1,19,5
102,0102,13,1,20,10
102,0102,13,2,20,6
102,0102,13,1,21,7
102,0102,13,2,21,8
102,0102,13,2,22,10
102,0102,13,1,22,16
102,0102,13,1,23,10
102,0102,13,2,23,5
102,0102,13,1,24,6
102,0102,13,2,24,1
102,0102,14,1,15,1
102,0102,14,2,17,1
102,0102,14,2,19,1
102,0102,15,1,18,1
102,0102,15,1,22,1
102,0102,17,1,15,1
102,0102,17,1,22,1
102,0102,18,1,18,1
102,0102,18,2,19,1
102,0102,18,1,20,1
102,0102,18,2,22,1
102,0102,18,2,23,1
102,0102,18,1,23,1
102,0102,19,2,13,1
102,0102,19,2,14,2
102,0102,19,2,15,6
102,0102,19,2,16,7
102,0102,19,2,17,7
102,0102,19,2,18,2
102,0102,19,2,19,3
102,0102,19,2,20,2
102,0102,19,2,21,2
102,0102,19,2,22,2
102,0102,19,2,23,1
102,0102,19,2,24,1
102,0102,20,2,14,1
102,0102,20,2,15,1
102,0102,20,2,16,1
102,0102,20,2,17,1
102,0102,20,2,18,2
102,0102,20,2,20,1
102,0102,20,2,21,1
102,0102,20,2,23,3
102,0102,21,2,19,1
102,0102,21,2,20,1
102,0102,21,2,21,1
102,0102,21,2,22,1
102,0102,22,2,14,1
102,0102,22,2,15,1
102,0102,22,2,16,3
102,0102,22,2,17,1
102,0102,22,2,18,1
102,0102,22,2,19,2
102,0102,22,2,22,1
102,0102,22,2,25,1
102,0102,23,1,18,1
102,0102,23,1,19,1
102,0102,23,1,21,3
102,0102,23,1,22,4
102,0102,23,1,23,5
102,0102,23,1,24,1
102,0102,23,1,25,1
102,0102,25,1,16,1
102,0102,25,1,17,1
102,0102,25,1,18,1
102,0102,25,1,19,3
102,0102,25,1,20,1
102,0102,25,2,22,2
102,0102,25,1,22,1
102,0102,25,1,23,1
102,0102,26,1,20,1
102,0102,26,2,21,1
102,0102,26,1,21,1
102,0102,26,2,22,2
102,0102,26,1,24,1
102,0102,27,1,13,1
102,0102,27,1,17,1
102,0102,27,1,19,1
102,0102,27,2,20,1
102,0102,27,1,20,1
102,0102,27,2,21,1
102,0102,27,1,23,1
102,0102,27,2,24,1
102,0102,31,2,14,1
102,0102,31,1,17,1
102,0102,31,2,18,1
102,0102,31,1,18,1
102,0102,31,1,19,1
102,0102,31,2,21,1
102,0102,31,1,21,3
102,0102,31,2,22,2
102,0102,31,1,22,3
102,0102,31,1,23,2
102,0102,31,1,24,1
102,0102,32,2,04,1
102,0102,32,1,15,1
102,0102,32,2,16,1
102,0102,32,2,17,1
102,0102,32,1,17,1
102,0102,32,2,18,1
102,0102,32,1,18,1
102,0102,32,1,19,2
102,0102,32,2,20,1
102,0102,32,1,21,1
102,0102,32,2,22,1
102,0102,32,1,22,1
102,0102,32,1,23,1
102,0102,33,1,10,1
102,0102,33,1,15,1
102,0102,33,2,16,2
102,0102,33,2,17,3
102,0102,33,2,18,3
102,0102,33,1,18,1
102,0102,33,2,19,2
102,0102,33,1,19,4
102,0102,33,2,20,2
102,0102,33,1,20,5
102,0102,33,2,21,5
102,0102,33,2,22,2
102,0102,33,1,22,4
102,0102,33,2,23,5
102,0102,33,1,23,2
102,0102,33,1,24,1
102,0109,01,1,15,3
102,0109,01,1,16,2
102,0109,01,1,17,2
102,0109,01,1,18,2
102,0109,01,2,21,1
102,0109,01,1,24,1
102,0109,03,1,16,1
102,0109,03,2,17,1
102,0109,03,1,17,4
102,0109,03,1,19,2
102,0109,03,2,21,1
102,0109,04,1,16,2
102,0109,04,1,17,3
102,0109,04,1,18,3
102,0109,04,2,20,1
102,0109,05,2,16,1
102,0109,05,1,17,1
102,0109,05,1,18,3
102,0109,05,1,19,2
102,0109,05,1,20,2
102,0109,05,2,20,1
102,0109,05,1,21,1
102,0109,05,1,22,1
102,0109,05,1,23,1
102,0109,05,2,23,1
102,0109,06,1,17,1
102,0109,06,1,23,1
102,0109,07,2,13,1
102,0109,07,2,14,1
102,0109,07,2,16,2
102,0109,07,1,17,1
102,0109,07,1,18,5
102,0109,07,2,18,1
102,0109,07,1,19,1
102,0109,07,1,20,1
102,0109,07,2,21,2
102,0109,07,1,22,9
102,0109,07,2,22,3
102,0109,07,1,23,2
102,0109,07,2,23,3
102,0109,07,1,25,1
102,0109,08,2,15,1
102,0109,08,1,16,1
102,0109,08,1,17,7
102,0109,08,2,17,2
102,0109,08,1,18,4
102,0109,08,2,18,1
102,0109,08,1,19,5
102,0109,08,2,19,2
102,0109,08,1,20,7
102,0109,08,2,20,2
102,0109,08,1,21,6
102,0109,08,2,21,1
102,0109,08,1,22,6
102,0109,08,2,22,4
102,0109,08,1,23,1
102,0109,08,2,23,1
102,0109,08,1,24,1
102,0109,08,2,25,1
102,0109,09,2,17,1
102,0109,09,2,22,2
102,0109,10,1,17,1
102,0109,10,1,19,2
102,0109,10,2,19,2
102,0109,10,1,20,2
102,0109,10,1,21,2
102,0109,10,2,21,1
102,0109,10,1,22,1
102,0109,10,2,22,1
102,0109,10,1,23,1
102,0109,10,2,23,1
102,0109,12,1,18,1
102,0109,13,1,14,1
102,0109,13,2,14,1
102,0109,13,1,16,2
102,0109,13,2,16,2
102,0109,13,1,17,3
102,0109,13,2,17,2
102,0109,13,1,18,2
102,0109,13,2,19,4
102,0109,13,1,19,2
102,0109,13,1,20,3
102,0109,13,2,20,3
102,0109,13,1,21,6
102,0109,13,2,21,1
102,0109,13,1,22,10
102,0109,13,2,22,3
102,0109,13,1,23,7
102,0109,13,2,23,3
102,0109,13,1,24,1
102,0109,13,2,25,1
102,0109,13,1,25,1
102,0109,13,1,26,1
102,0109,14,2,15,1
102,0109,14,1,18,1
102,0109,14,2,22,1
102,0109,15,1,16,1
102,0109,15,1,21,1
102,0109,16,2,18,1
102,0109,18,2,14,1
102,0109,18,2,20,1
102,0109,18,2,22,1
102,0109,18,2,24,1
102,0109,19,2,15,3
102,0109,19,2,16,3
102,0109,19,2,18,2
102,0109,19,2,19,1
102,0109,20,2,21,2
102,0109,20,2,23,1
102,0109,21,2,17,2
102,0109,21,2,20,1
102,0109,21,2,21,1
102,0109,22,2,12,1
102,0109,22,2,20,1
102,0109,22,2,21,1
102,0109,23,1,22,1
102,0109,23,1,24,1
102,0109,23,1,25,1
102,0109,25,1,15,1
102,0109,25,2,15,1
102,0109,25,2,20,1
102,0109,25,1,24,1
102,0109,26,1,20,2
102,0109,26,2,22,1
102,0109,26,1,22,3
102,0109,27,1,20,1
102,0109,27,2,21,1
102,0109,29,2,21,1
102,0109,31,2,15,1
102,0109,31,2,17,1
102,0109,31,2,21,1
102,0109,31,2,22,4
102,0109,32,1,17,1
102,0109,32,1,19,1
102,0109,32,1,20,1
102,0109,32,2,20,1
102,0109,32,1,21,1
102,0109,33,1,16,1
102,0109,33,2,16,1
102,0109,33,1,17,2
102,0109,33,1,18,1
102,0109,33,2,20,1
102,0109,33,1,20,1
102,0109,33,1,21,1
102,0109,33,2,21,2
102,0109,33,2,22,1
102,0109,33,1,22,2
102,0109,33,1,23,1
102,0109,33,2,24,1
102,0109,33,2,25,2
102,0110,01,1,14,2
102,0110,01,1,15,2
102,0110,01,2,16,1
102,0110,01,1,16,3
102,0110,01,1,17,3
102,0110,01,1,18,2
102,0110,01,1,19,3
102,0110,01,2,20,1
102,0110,01,1,20,1
102,0110,01,1,22,1
102,0110,01,2,23,1
102,0110,01,1,24,1
102,0110,03,1,15,1
102,0110,03,1,16,1
102,0110,03,1,17,1
102,0110,03,1,18,1
102,0110,03,2,19,1
102,0110,03,1,20,1
102,0110,04,1,16,2
102,0110,04,1,17,2
102,0110,04,2,18,1
102,0110,04,1,19,1
102,0110,05,1,12,1
102,0110,05,1,16,1
102,0110,05,2,17,1
102,0110,05,1,17,1
102,0110,05,2,18,4
102,0110,05,1,18,3
102,0110,05,1,21,1
102,0110,05,1,22,5
102,0110,05,2,23,1
102,0110,05,1,23,6
102,0110,05,2,24,1
102,0110,05,2,25,1
102,0110,07,2,14,2
102,0110,07,1,14,1
102,0110,07,1,15,2
102,0110,07,2,16,2
102,0110,07,1,16,1
102,0110,07,2,17,3
102,0110,07,1,17,2
102,0110,07,2,18,3
102,0110,07,1,18,1
102,0110,07,2,19,1
102,0110,07,1,19,4
102,0110,07,2,20,5
102,0110,07,2,21,1
102,0110,07,1,21,9
102,0110,07,2,22,7
102,0110,07,1,22,8
102,0110,07,2,23,1
102,0110,07,1,24,1
102,0110,08,1,15,1
102,0110,08,1,16,1
102,0110,08,2,17,2
102,0110,08,1,17,7
102,0110,08,2,18,1
102,0110,08,1,18,6
102,0110,08,2,19,5
102,0110,08,1,19,3
102,0110,08,2,20,2
102,0110,08,1,20,2
102,0110,08,2,21,2
102,0110,08,1,21,8
102,0110,08,2,22,4
102,0110,08,1,22,6
102,0110,08,2,23,4
102,0110,08,1,23,3
102,0110,08,1,24,1
102,0110,08,1,25,1
102,0110,09,1,16,1
102,0110,09,1,22,1
102,0110,09,2,23,1
102,0110,09,1,23,1
102,0110,10,1,13,1
102,0110,10,2,14,1
102,0110,10,1,16,1
102,0110,10,2,19,1
102,0110,10,1,19,1
102,0110,10,2,20,5
102,0110,10,1,20,1
102,0110,10,2,21,2
102,0110,10,1,21,2
102,0110,10,2,23,1
102,0110,10,1,23,2
102,0110,10,2,24,1
102,0110,12,1,16,1
102,0110,12,1,23,2
102,0110,13,1,15,1
102,0110,13,2,16,3
102,0110,13,1,16,5
102,0110,13,2,17,6
102,0110,13,1,17,5
102,0110,13,2,18,2
102,0110,13,1,18,6
102,0110,13,2,19,4
102,0110,13,1,19,4
102,0110,13,1,20,6
102,0110,13,2,21,4
102,0110,13,1,21,10
102,0110,13,2,22,8
102,0110,13,1,22,10
102,0110,13,2,23,4
102,0110,13,1,23,7
102,0110,13,2,24,1
102,0110,13,1,24,3
102,0110,13,2,25,1
102,0110,13,1,25,1
102,0110,14,1,16,1
102,0110,15,2,21,1
102,0110,16,2,10,1
102,0110,17,2,23,1
102,0110,18,2,18,1
102,0110,18,1,20,1
102,0110,18,2,23,1
102,0110,19,2,11,1
102,0110,19,2,14,1
102,0110,19,2,15,1
102,0110,19,2,16,4
102,0110,19,2,17,2
102,0110,19,2,18,2
102,0110,19,2,19,2
102,0110,19,2,21,1
102,0110,19,2,22,1
102,0110,19,2,23,1
102,0110,19,2,24,2
102,0110,20,2,19,1
102,0110,20,2,20,1
102,0110,20,2,22,2
102,0110,21,2,16,1
102,0110,21,2,18,1
102,0110,21,2,20,1
102,0110,22,2,12,1
102,0110,22,2,13,1
102,0110,22,2,16,1
102,0110,22,2,18,2
102,0110,22,2,20,1
102,0110,22,2,23,1
102,0110,23,1,17,1
102,0110,23,1,19,1
102,0110,23,1,20,1
102,0110,23,1,21,1
102,0110,23,1,22,2
102,0110,23,1,23,5
102,0110,23,1,24,2
102,0110,24,1,10,1
102,0110,24,1,13,1
102,0110,25,1,02,1
102,0110,25,2,17,1
102,0110,25,1,17,1
102,0110,25,1,18,1
102,0110,25,2,20,1
102,0110,25,1,20,1
102,0110,25,2,21,1
102,0110,25,2,22,2
102,0110,26,1,17,1
102,0110,26,1,18,1
102,0110,26,1,20,1
102,0110,26,2,22,1
102,0110,26,1,23,1
102,0110,27,2,14,1
102,0110,27,1,14,1
102,0110,27,2,16,2
102,0110,27,1,20,1
102,0110,27,2,21,1
102,0110,27,1,22,1
102,0110,29,2,18,1
102,0110,29,2,21,1
102,0110,29,1,21,1
102,0110,29,2,23,1
102,0110,31,1,16,2
102,0110,31,1,18,2
102,0110,31,2,20,1
102,0110,31,1,20,2
102,0110,31,2,21,2
102,0110,31,1,21,2
102,0110,31,2,22,1
102,0110,31,1,22,1
102,0110,31,2,23,1
102,0110,31,2,25,1
102,0110,32,2,07,1
102,0110,32,1,15,1
102,0110,32,2,18,1
102,0110,32,1,18,1
102,0110,32,2,22,2
102,0110,32,2,23,1
102,0110,32,1,23,2
102,0110,33,2,13,1
102,0110,33,2,14,1
102,0110,33,2,15,2
102,0110,33,1,16,1
102,0110,33,1,17,1
102,0110,33,2,18,1
102,0110,33,1,20,1
102,0110,33,2,21,3
102,0110,33,1,21,1
102,0110,33,2,22,3
102,0110,33,1,22,1
102,0110,33,1,23,2
102,0110,33,1,24,1
102,0110,33,1,25,1
102,0111,01,1,14,1
102,0111,01,1,15,2
102,0111,01,2,16,1
102,0111,01,1,17,1
102,0111,01,1,18,6
102,0111,01,1,20,1
102,0111,01,2,21,1
102,0111,01,1,21,1
102,0111,03,1,14,2
102,0111,03,1,17,1
102,0111,03,1,21,1
102,0111,04,1,16,1
102,0111,04,1,17,3
102,0111,04,1,20,1
102,0111,04,1,22,1
102,0111,04,2,23,2
102,0111,04,1,23,1
102,0111,05,2,14,1
102,0111,05,1,15,2
102,0111,05,2,16,2
102,0111,05,2,19,1
102,0111,05,1,19,3
102,0111,05,2,21,1
102,0111,05,1,21,1
102,0111,05,2,22,2
102,0111,05,2,23,1
102,0111,05,1,23,6
102,0111,05,2,24,1
102,0111,06,1,21,1
102,0111,07,2,13,1
102,0111,07,1,14,1
102,0111,07,2,15,3
102,0111,07,2,16,2
102,0111,07,1,16,3
102,0111,07,1,17,5
102,0111,07,2,18,4
102,0111,07,1,18,1
102,0111,07,2,19,2
102,0111,07,1,19,3
102,0111,07,2,20,2
102,0111,07,1,20,2
102,0111,07,1,21,2
102,0111,07,2,22,3
102,0111,07,1,22,9
102,0111,07,2,23,6
102,0111,07,1,23,3
102,0111,07,2,24,1
102,0111,07,1,24,1
102,0111,07,1,25,1
102,0111,08,1,12,1
102,0111,08,2,13,1
102,0111,08,1,13,1
102,0111,08,2,15,2
102,0111,08,1,15,2
102,0111,08,2,16,2
102,0111,08,1,16,6
102,0111,08,2,17,1
102,0111,08,1,17,7
102,0111,08,2,18,2
102,0111,08,1,18,3
102,0111,08,2,19,2
102,0111,08,1,19,4
102,0111,08,2,20,4
102,0111,08,1,20,4
102,0111,08,2,21,2
102,0111,08,1,21,5
102,0111,08,2,22,7
102,0111,08,1,22,7
102,0111,08,2,23,2
102,0111,08,1,23,1
102,0111,08,1,24,3
102,0111,09,2,16,1
102,0111,09,2,20,1
102,0111,09,1,22,3
102,0111,09,1,23,1
102,0111,10,1,14,1
102,0111,10,2,15,1
102,0111,10,2,16,1
102,0111,10,1,18,1
102,0111,10,2,19,1
102,0111,10,1,19,2
102,0111,10,1,20,1
102,0111,10,1,22,3
102,0111,10,1,23,3
102,0111,13,2,12,1
102,0111,13,2,14,2
102,0111,13,1,14,5
102,0111,13,2,15,2
102,0111,13,2,16,4
102,0111,13,1,16,3
102,0111,13,2,17,2
102,0111,13,1,17,7
102,0111,13,2,18,7
102,0111,13,1,18,8
102,0111,13,2,19,2
102,0111,13,1,19,1
102,0111,13,2,20,6
102,0111,13,1,20,3
102,0111,13,2,21,5
102,0111,13,1,21,4
102,0111,13,2,22,5
102,0111,13,1,22,11
102,0111,13,2,23,5
102,0111,13,1,23,3
102,0111,13,1,24,3
102,0111,15,2,19,1
102,0111,17,2,14,1
102,0111,18,1,15,1
102,0111,18,2,19,1
102,0111,18,1,22,1
102,0111,18,1,23,1
102,0111,19,2,15,2
102,0111,19,2,16,5
102,0111,19,2,17,5
102,0111,19,2,18,4
102,0111,19,2,20,2
102,0111,19,2,21,1
102,0111,19,2,23,1
102,0111,20,2,16,1
102,0111,20,2,17,2
102,0111,20,2,21,2
102,0111,20,2,23,3
102,0111,21,2,14,1
102,0111,21,2,17,3
102,0111,21,2,18,1
102,0111,21,2,19,1
102,0111,21,2,21,1
102,0111,21,2,22,1
102,0111,22,2,15,1
102,0111,22,2,16,2
102,0111,22,2,17,1
102,0111,22,2,18,2
102,0111,22,2,20,1
102,0111,22,2,21,3
102,0111,22,2,22,1
102,0111,23,1,16,1
102,0111,23,1,17,1
102,0111,23,1,18,2
102,0111,23,1,19,2
102,0111,23,1,21,4
102,0111,23,1,22,4
102,0111,23,1,25,1
102,0111,25,1,15,1
102,0111,25,1,16,1
102,0111,25,2,17,1
102,0111,25,1,22,1
102,0111,26,2,22,1
102,0111,26,1,23,2
102,0111,27,2,13,1
102,0111,27,2,16,1
102,0111,27,1,16,1
102,0111,27,2,17,1
102,0111,27,1,17,1
102,0111,27,2,20,1
102,0111,28,2,18,1
102,0111,29,1,19,1
102,0111,31,2,15,1
102,0111,31,2,17,1
102,0111,31,1,17,1
102,0111,31,2,21,1
102,0111,31,1,22,1
102,0111,31,1,23,1
102,0111,32,1,09,1
102,0111,32,2,10,1
102,0111,32,2,12,1
102,0111,32,1,13,1
102,0111,32,2,14,1
102,0111,32,1,14,1
102,0111,32,1,16,1
102,0111,32,2,16,1
102,0111,32,1,18,1
102,0111,32,1,19,2
102,0111,32,1,20,1
102,0111,32,2,22,1
102,0111,32,1,22,1
102,0111,33,1,16,1
102,0111,33,2,17,1
102,0111,33,2,18,1
102,0111,33,1,18,3
102,0111,33,2,19,1
102,0111,33,2,20,1
102,0111,33,2,21,1
102,0111,33,1,21,2
102,0111,33,2,22,2
102,0111,33,1,22,1
102,0111,33,2,23,1
102,0111,33,1,23,1
102,0111,33,1,24,1
102,0111,33,1,25,1
102,0112,01,1,13,1
102,0112,01,1,14,1
102,0112,01,2,15,1
102,0112,01,1,16,3
102,0112,01,1,17,3
102,0112,01,1,18,3
102,0112,01,1,19,1
102,0112,01,1,21,1
102,0112,01,1,24,1
102,0112,02,1,21,1
102,0112,03,2,15,2
102,0112,03,2,18,1
102,0112,03,2,20,1
102,0112,04,1,14,1
102,0112,04,1,16,2
102,0112,04,1,17,2
102,0112,04,1,18,1
102,0112,04,1,19,1
102,0112,05,2,12,1
102,0112,05,1,17,1
102,0112,05,1,20,1
102,0112,05,2,20,1
102,0112,05,2,21,3
102,0112,05,1,22,1
102,0112,05,2,22,1
102,0112,05,1,23,1
102,0112,05,2,23,1
102,0112,05,1,24,1
102,0112,05,2,25,1
102,0112,06,2,22,1
102,0112,07,1,15,1
102,0112,07,2,15,1
102,0112,07,1,16,2
102,0112,07,1,19,3
102,0112,07,2,19,1
102,0112,07,1,20,2
102,0112,07,1,21,2
102,0112,07,2,21,4
102,0112,07,1,22,4
102,0112,07,2,23,1
102,0112,07,1,23,1
102,0112,08,1,14,3
102,0112,08,1,15,2
102,0112,08,1,16,3
102,0112,08,1,17,1
102,0112,08,2,18,1
102,0112,08,1,19,4
102,0112,08,2,20,2
102,0112,08,1,20,4
102,0112,08,1,21,4
102,0112,08,2,21,2
102,0112,08,1,22,2
102,0112,08,2,22,2
102,0112,08,1,23,1
102,0112,08,1,25,1
102,0112,09,1,17,1
102,0112,09,2,18,2
102,0112,10,2,17,1
102,0112,10,1,18,1
102,0112,10,1,20,2
102,0112,10,2,20,1
102,0112,10,1,21,1
102,0112,10,2,22,2
102,0112,10,1,23,1
102,0112,11,2,20,1
102,0112,12,1,22,1
102,0112,13,2,14,1
102,0112,13,2,15,1
102,0112,13,2,16,1
102,0112,13,1,17,3
102,0112,13,1,18,3
102,0112,13,1,19,1
102,0112,13,2,19,3
102,0112,13,2,20,1
102,0112,13,1,20,4
102,0112,13,2,21,3
102,0112,13,1,21,7
102,0112,13,1,22,7
102,0112,13,2,22,2
102,0112,13,1,23,2
102,0112,13,2,24,1
102,0112,13,1,24,1
102,0112,13,2,25,2
102,0112,14,2,23,1
102,0112,16,1,21,1
102,0112,18,1,18,1
102,0112,18,2,19,1
